name,price,category,country_of_origin,expiration_date,search_tags,description
spicy beef,338.41,meat,Morocco,2020-11-16 00:00:00,frozen meat,vacuum sealed
fresh pork,680.89,meat,Poland,2019-09-14 00:00:00,dried pastry,frozen
dried chicken,448.03,vegetables,Poland,2018-11-19 00:00:00,smoked processed food,fresh
vacuum sealed broccoli,239.53,dried,Germany,2018-12-16 00:00:00,domestic dried,spicy
imported beef,449.95,processed food,Spain,2019-07-15 00:00:00,imported dried,imported
fresh lentils,114.09,canned,France,2020-08-22 00:00:00,imported meat,frozen
smoked pork,850.81,meat,Poland,2018-05-12 00:00:00,fresh legumes,domestic
spicy buns,415.22,meat,Poland,2018-11-11 00:00:00,fresh fruit,smoked
smoked gurkin,805.13,meat,China,2019-07-09 00:00:00,dried canned,spicy
vacuum sealed broccoli,45.82,legumes,Spain,2019-02-09 00:00:00,imported fruit,imported
frozen broccoli,462.77,meat,Spain,2018-03-13 00:00:00,domestic processed food,smoked
domestic paprika,239.3,dried,France,2020-10-14 00:00:00,domestic dried,dried
frozen lentils,747.17,dried,France,2019-10-25 00:00:00,spicy processed food,dried
imported pork,811.63,dried,China,2018-03-01 00:00:00,dried meat,frozen
imported lentils,867.48,meat,China,2019-01-21 00:00:00,frozen meat,fresh
fresh buns,319.55,meat,Germany,2020-08-05 00:00:00,fresh processed food,spicy
vacuum sealed paprika,694.4,processed food,Poland,2020-08-05 00:00:00,smoked fruit,imported
domestic prawns,990.78,dried,Germany,2018-06-01 00:00:00,frozen pastry,domestic
frozen lentils,521.32,processed food,China,2020-05-10 00:00:00,domestic vegetables,smoked
spicy broccoli,514.88,dried,Poland,2018-01-10 00:00:00,dried canned,frozen
spicy lentils,82.72,legumes,France,2018-10-28 00:00:00,dried legumes,smoked
spicy beef,41.26,legumes,Poland,2019-09-16 00:00:00,spicy dried,domestic
frozen tomato,50.14,canned,Germany,2018-02-11 00:00:00,frozen pastry,domestic
fresh beef,547.3,processed food,France,2020-06-27 00:00:00,vacuum sealed fruit,smoked
vacuum sealed paprika,618.03,fruit,Brazil,2019-11-08 00:00:00,domestic dried,fresh
fresh tomato,738.47,canned,Germany,2019-08-04 00:00:00,dried meat,imported
dried buns,201.44,dried,China,2019-01-02 00:00:00,fresh vegetables,dried
dried gurkin,99.6,meat,Morocco,2018-10-17 00:00:00,imported processed food,smoked
frozen bread,173.0,legumes,Germany,2019-03-24 00:00:00,spicy canned,fresh
fresh chicken,196.05,meat,France,2020-11-05 00:00:00,fresh vegetables,vacuum sealed
fresh potatoes,87.64,fruit,Spain,2018-11-18 00:00:00,domestic pastry,imported
fresh bread,871.92,pastry,Germany,2019-12-19 00:00:00,imported pastry,vacuum sealed
smoked beef,175.31,legumes,France,2019-04-01 00:00:00,spicy processed food,dried
vacuum sealed lentils,9.98,vegetables,France,2019-12-03 00:00:00,dried pastry,fresh
fresh beans,172.03,pastry,Spain,2019-06-08 00:00:00,imported processed food,dried
frozen tomato,296.65,legumes,Brazil,2019-03-27 00:00:00,vacuum sealed pastry,smoked
fresh bread,163.83,vegetables,China,2019-08-23 00:00:00,fresh meat,smoked
vacuum sealed beef,558.13,legumes,Morocco,2019-09-14 00:00:00,vacuum sealed legumes,vacuum sealed
spicy tomato,823.48,pastry,Germany,2019-06-17 00:00:00,spicy legumes,dried
imported bread,502.19,dried,Spain,2018-09-14 00:00:00,frozen meat,smoked
vacuum sealed chicken,287.16,legumes,France,2019-09-16 00:00:00,dried legumes,fresh
dried bread,4.6,canned,Poland,2018-10-08 00:00:00,spicy fruit,domestic
fresh buns,5.66,pastry,Germany,2019-01-23 00:00:00,imported fruit,imported
dried bread,71.09,canned,France,2019-08-05 00:00:00,vacuum sealed fruit,smoked
imported tomato,594.21,fruit,France,2020-12-20 00:00:00,frozen meat,vacuum sealed
smoked tomato,984.96,vegetables,Poland,2019-06-23 00:00:00,fresh pastry,frozen
spicy paprika,649.49,canned,France,2018-07-22 00:00:00,frozen fruit,domestic
vacuum sealed paprika,93.47,fruit,Poland,2018-07-20 00:00:00,smoked vegetables,vacuum sealed
dried buns,445.52,legumes,France,2020-01-28 00:00:00,imported canned,dried
domestic paprika,191.26,canned,Spain,2018-04-28 00:00:00,frozen fruit,imported
smoked tomato,161.75,legumes,China,2019-01-06 00:00:00,dried processed food,domestic
frozen pork,643.9,vegetables,Germany,2020-12-04 00:00:00,frozen pastry,spicy
domestic potatoes,997.0,fruit,France,2018-11-10 00:00:00,fresh vegetables,smoked
domestic buns,971.94,meat,Poland,2018-11-05 00:00:00,imported dried,smoked
smoked chicken,857.95,dried,Spain,2019-03-25 00:00:00,fresh processed food,domestic
vacuum sealed lentils,530.86,meat,Poland,2019-12-16 00:00:00,imported vegetables,smoked
imported bread,322.92,legumes,Morocco,2019-10-18 00:00:00,domestic meat,fresh
smoked buns,295.97,dried,Brazil,2020-02-25 00:00:00,fresh fruit,vacuum sealed
fresh beans,535.75,processed food,France,2019-11-21 00:00:00,dried meat,imported
dried tomato,202.48,processed food,France,2018-05-02 00:00:00,frozen meat,frozen
frozen buns,199.33,dried,France,2018-06-10 00:00:00,spicy vegetables,smoked
imported pork,818.81,vegetables,France,2018-12-15 00:00:00,smoked meat,domestic
dried tomato,125.42,meat,China,2019-10-26 00:00:00,smoked fruit,dried
imported prawns,724.14,canned,Poland,2019-01-04 00:00:00,dried dried,smoked
imported bread,493.82,pastry,Morocco,2019-08-28 00:00:00,spicy processed food,spicy
imported beef,245.21,fruit,Brazil,2018-09-15 00:00:00,dried vegetables,imported
fresh lentils,210.18,meat,Morocco,2018-04-27 00:00:00,imported dried,dried
imported beef,974.84,pastry,China,2019-06-19 00:00:00,frozen vegetables,dried
spicy chicken,640.4,dried,Brazil,2020-05-17 00:00:00,domestic dried,frozen
spicy beans,766.34,fruit,China,2020-05-09 00:00:00,domestic vegetables,fresh
dried beans,775.84,processed food,Poland,2018-06-17 00:00:00,spicy meat,spicy
vacuum sealed paprika,257.33,meat,Poland,2019-03-25 00:00:00,fresh legumes,fresh
spicy paprika,109.23,fruit,France,2019-05-13 00:00:00,dried processed food,spicy
spicy prawns,276.6,legumes,China,2018-12-01 00:00:00,spicy fruit,smoked
domestic pork,477.41,dried,Germany,2018-07-10 00:00:00,imported fruit,smoked
domestic gurkin,867.29,dried,Brazil,2020-12-07 00:00:00,spicy dried,vacuum sealed
domestic chicken,711.04,legumes,Germany,2020-06-08 00:00:00,spicy dried,fresh
imported lentils,350.61,vegetables,Morocco,2018-03-01 00:00:00,frozen meat,domestic
imported broccoli,278.65,processed food,Spain,2020-08-21 00:00:00,vacuum sealed vegetables,smoked
dried prawns,455.42,pastry,France,2019-05-27 00:00:00,dried fruit,dried
frozen pork,719.37,vegetables,Spain,2018-01-03 00:00:00,frozen canned,frozen
smoked gurkin,869.72,vegetables,France,2020-10-22 00:00:00,fresh dried,domestic
frozen bread,110.18,vegetables,Poland,2019-10-02 00:00:00,spicy meat,fresh
imported paprika,909.71,dried,Spain,2019-08-21 00:00:00,vacuum sealed pastry,domestic
domestic buns,334.69,processed food,China,2018-09-20 00:00:00,dried pastry,dried
vacuum sealed pork,235.0,legumes,Morocco,2020-11-11 00:00:00,smoked vegetables,dried
fresh paprika,60.22,canned,Morocco,2019-04-19 00:00:00,fresh vegetables,fresh
smoked beef,832.59,meat,Germany,2020-04-26 00:00:00,smoked processed food,frozen
dried lentils,298.27,vegetables,Poland,2020-05-26 00:00:00,dried dried,smoked
vacuum sealed gurkin,720.7,processed food,Morocco,2018-05-27 00:00:00,frozen vegetables,smoked
dried bread,311.93,meat,Morocco,2020-09-26 00:00:00,vacuum sealed canned,dried
imported tomato,871.27,meat,Brazil,2018-07-26 00:00:00,dried fruit,vacuum sealed
domestic beans,818.0,canned,China,2020-12-03 00:00:00,imported meat,frozen
smoked tomato,831.88,processed food,France,2019-04-10 00:00:00,smoked vegetables,fresh
imported tomato,185.75,meat,China,2020-09-09 00:00:00,dried pastry,vacuum sealed
imported broccoli,159.69,legumes,Germany,2019-08-22 00:00:00,fresh pastry,spicy
domestic paprika,530.07,fruit,Germany,2020-02-18 00:00:00,smoked canned,fresh
dried paprika,623.91,meat,France,2018-10-17 00:00:00,vacuum sealed canned,imported
spicy potatoes,285.84,legumes,France,2018-03-23 00:00:00,fresh dried,spicy
domestic potatoes,240.05,dried,Poland,2018-10-13 00:00:00,domestic meat,frozen
imported bread,120.25,vegetables,France,2020-03-04 00:00:00,domestic vegetables,domestic
imported gurkin,550.07,legumes,Morocco,2018-12-04 00:00:00,domestic legumes,frozen
vacuum sealed potatoes,619.88,canned,France,2020-05-16 00:00:00,smoked fruit,domestic
fresh beans,762.41,canned,Brazil,2019-02-04 00:00:00,imported processed food,imported
fresh chicken,879.64,fruit,China,2020-12-09 00:00:00,dried legumes,spicy
dried prawns,454.82,meat,Germany,2019-03-12 00:00:00,spicy canned,vacuum sealed
frozen prawns,615.67,processed food,China,2020-04-07 00:00:00,imported legumes,fresh
spicy paprika,369.03,pastry,France,2018-10-22 00:00:00,vacuum sealed processed food,frozen
dried beef,160.27,canned,France,2020-11-20 00:00:00,imported pastry,fresh
imported bread,920.46,vegetables,Brazil,2019-07-10 00:00:00,imported vegetables,fresh
smoked prawns,227.58,vegetables,Brazil,2018-02-22 00:00:00,fresh meat,vacuum sealed
dried gurkin,835.18,fruit,Brazil,2019-11-04 00:00:00,imported meat,spicy
spicy buns,67.55,vegetables,Morocco,2020-07-03 00:00:00,spicy vegetables,domestic
domestic paprika,142.67,legumes,Germany,2019-04-23 00:00:00,spicy fruit,domestic
vacuum sealed beef,620.85,vegetables,Brazil,2019-09-07 00:00:00,smoked vegetables,frozen
domestic bread,875.52,canned,Brazil,2020-03-09 00:00:00,vacuum sealed dried,smoked
imported chicken,256.21,meat,Brazil,2020-08-01 00:00:00,smoked vegetables,dried
domestic gurkin,209.8,dried,Morocco,2019-05-06 00:00:00,imported pastry,spicy
domestic lentils,401.63,pastry,Brazil,2018-08-14 00:00:00,smoked fruit,dried
fresh chicken,286.53,processed food,Spain,2018-09-28 00:00:00,fresh dried,smoked
vacuum sealed buns,356.63,vegetables,Brazil,2019-11-19 00:00:00,imported canned,dried
imported beef,964.19,meat,Poland,2018-03-20 00:00:00,frozen fruit,frozen
domestic bread,373.44,legumes,Poland,2020-08-03 00:00:00,smoked fruit,imported
fresh pork,393.08,processed food,China,2020-11-14 00:00:00,frozen processed food,domestic
imported beef,604.37,vegetables,Germany,2018-04-05 00:00:00,imported meat,spicy
spicy gurkin,96.57,fruit,Brazil,2018-03-20 00:00:00,imported processed food,frozen
frozen buns,602.11,meat,China,2020-03-14 00:00:00,spicy legumes,frozen
dried potatoes,985.41,vegetables,Poland,2018-01-06 00:00:00,vacuum sealed vegetables,fresh
smoked beef,284.1,meat,Morocco,2018-11-10 00:00:00,domestic meat,vacuum sealed
fresh buns,618.55,pastry,Morocco,2019-04-01 00:00:00,frozen canned,dried
spicy beans,268.58,canned,France,2018-03-27 00:00:00,frozen legumes,domestic
frozen gurkin,740.4,meat,Brazil,2019-10-16 00:00:00,frozen vegetables,smoked
domestic pork,601.69,legumes,China,2019-09-06 00:00:00,imported dried,frozen
smoked potatoes,188.06,fruit,Morocco,2018-11-01 00:00:00,imported fruit,dried
smoked chicken,700.77,processed food,Morocco,2019-12-09 00:00:00,domestic vegetables,domestic
frozen chicken,623.04,pastry,Poland,2020-08-27 00:00:00,fresh dried,fresh
frozen beans,34.6,vegetables,Poland,2020-01-26 00:00:00,frozen vegetables,imported
dried broccoli,12.98,fruit,France,2019-12-03 00:00:00,dried meat,domestic
dried broccoli,107.18,canned,Spain,2018-01-02 00:00:00,domestic vegetables,spicy
domestic potatoes,277.35,legumes,France,2020-08-22 00:00:00,imported dried,domestic
imported potatoes,834.48,dried,Poland,2020-10-10 00:00:00,imported dried,smoked
fresh beef,688.46,canned,China,2020-03-11 00:00:00,imported legumes,fresh
spicy bread,820.23,canned,Poland,2019-01-28 00:00:00,vacuum sealed legumes,dried
fresh potatoes,425.8,pastry,Morocco,2018-01-09 00:00:00,vacuum sealed legumes,domestic
vacuum sealed gurkin,692.01,canned,China,2019-04-09 00:00:00,imported legumes,dried
fresh beef,928.62,pastry,France,2018-01-24 00:00:00,frozen legumes,fresh
vacuum sealed paprika,234.69,fruit,Brazil,2020-01-01 00:00:00,fresh legumes,vacuum sealed
domestic buns,315.46,dried,Germany,2019-05-01 00:00:00,domestic meat,smoked
vacuum sealed lentils,629.85,legumes,China,2019-04-24 00:00:00,domestic dried,spicy
dried gurkin,746.47,pastry,China,2020-02-11 00:00:00,imported processed food,vacuum sealed
frozen broccoli,648.63,vegetables,France,2019-12-03 00:00:00,smoked vegetables,fresh
imported potatoes,940.81,vegetables,Brazil,2020-09-07 00:00:00,domestic canned,dried
smoked buns,613.64,processed food,France,2020-01-21 00:00:00,smoked meat,imported
imported prawns,30.97,pastry,China,2018-03-09 00:00:00,fresh fruit,dried
dried gurkin,899.41,meat,China,2018-07-07 00:00:00,vacuum sealed dried,domestic
frozen bread,104.81,legumes,Spain,2018-07-17 00:00:00,dried vegetables,dried
fresh broccoli,179.5,fruit,Germany,2018-09-12 00:00:00,fresh fruit,domestic
spicy tomato,143.7,fruit,Germany,2018-08-27 00:00:00,vacuum sealed dried,vacuum sealed
imported broccoli,57.47,vegetables,Poland,2018-09-10 00:00:00,vacuum sealed vegetables,fresh
spicy prawns,501.33,pastry,China,2018-07-02 00:00:00,dried dried,dried
frozen beef,895.31,processed food,Morocco,2018-11-25 00:00:00,fresh fruit,frozen
fresh prawns,857.42,fruit,Spain,2019-11-08 00:00:00,spicy fruit,vacuum sealed
domestic broccoli,384.86,dried,France,2020-07-03 00:00:00,smoked pastry,vacuum sealed
smoked lentils,102.2,dried,Germany,2019-06-16 00:00:00,vacuum sealed processed food,spicy
frozen beans,45.94,dried,Germany,2018-05-14 00:00:00,smoked processed food,fresh
imported pork,947.25,dried,Morocco,2018-09-14 00:00:00,smoked dried,frozen
smoked paprika,413.38,processed food,Brazil,2019-01-13 00:00:00,frozen dried,dried
dried bread,807.89,meat,China,2018-06-16 00:00:00,spicy canned,dried
vacuum sealed paprika,773.1,canned,France,2020-01-06 00:00:00,smoked processed food,vacuum sealed
domestic broccoli,463.5,fruit,Morocco,2019-11-01 00:00:00,smoked canned,frozen
smoked bread,580.23,fruit,Spain,2020-12-08 00:00:00,imported pastry,fresh
smoked lentils,252.95,legumes,Brazil,2018-12-28 00:00:00,domestic canned,spicy
smoked beans,230.01,legumes,France,2019-09-20 00:00:00,vacuum sealed fruit,fresh
vacuum sealed beef,105.34,processed food,Brazil,2020-11-22 00:00:00,dried canned,imported
vacuum sealed chicken,911.64,processed food,Brazil,2020-12-17 00:00:00,dried canned,imported
fresh tomato,662.85,dried,Brazil,2019-07-16 00:00:00,imported meat,smoked
spicy buns,164.33,processed food,Spain,2018-11-14 00:00:00,vacuum sealed canned,vacuum sealed
fresh prawns,490.96,canned,Brazil,2019-03-18 00:00:00,dried canned,imported
vacuum sealed chicken,18.77,processed food,Spain,2019-03-27 00:00:00,imported legumes,domestic
vacuum sealed prawns,314.86,pastry,China,2020-04-16 00:00:00,dried fruit,imported
dried pork,862.13,pastry,Spain,2018-01-26 00:00:00,spicy vegetables,smoked
vacuum sealed beans,195.9,pastry,China,2019-02-21 00:00:00,spicy fruit,frozen
vacuum sealed tomato,448.05,canned,Spain,2019-09-03 00:00:00,smoked processed food,smoked
vacuum sealed beans,823.62,vegetables,Spain,2018-06-08 00:00:00,fresh dried,frozen
imported beef,213.94,legumes,France,2018-12-15 00:00:00,spicy pastry,smoked
spicy paprika,556.53,dried,Spain,2018-08-19 00:00:00,frozen processed food,dried
frozen pork,557.58,processed food,Brazil,2018-02-09 00:00:00,domestic vegetables,domestic
imported beans,391.19,processed food,Morocco,2018-10-25 00:00:00,smoked processed food,fresh
domestic bread,713.55,fruit,China,2019-03-14 00:00:00,vacuum sealed fruit,imported
domestic prawns,970.69,canned,Morocco,2020-09-11 00:00:00,smoked pastry,fresh
imported tomato,673.23,dried,China,2018-10-12 00:00:00,fresh meat,dried
spicy pork,474.9,legumes,France,2018-10-17 00:00:00,dried processed food,spicy
imported gurkin,183.01,dried,Brazil,2018-06-19 00:00:00,fresh dried,smoked
spicy chicken,183.29,pastry,France,2020-03-27 00:00:00,dried meat,dried
fresh beef,803.58,pastry,Morocco,2019-07-25 00:00:00,spicy legumes,frozen
smoked buns,893.14,processed food,Spain,2019-09-09 00:00:00,fresh canned,imported
fresh pork,47.99,processed food,China,2018-06-05 00:00:00,spicy vegetables,imported
dried pork,828.45,canned,Germany,2018-08-07 00:00:00,frozen vegetables,imported
spicy broccoli,72.73,pastry,Morocco,2018-07-01 00:00:00,vacuum sealed legumes,vacuum sealed
frozen beans,593.74,fruit,Morocco,2018-03-02 00:00:00,domestic processed food,fresh
imported prawns,694.04,pastry,Spain,2020-11-16 00:00:00,imported meat,fresh
smoked pork,382.94,fruit,France,2018-08-22 00:00:00,fresh fruit,imported
dried tomato,577.87,pastry,China,2020-01-04 00:00:00,vacuum sealed meat,imported
frozen prawns,556.01,meat,Germany,2018-03-01 00:00:00,imported vegetables,spicy
fresh paprika,123.53,pastry,France,2020-05-10 00:00:00,vacuum sealed fruit,imported
fresh potatoes,442.0,vegetables,China,2019-12-16 00:00:00,fresh dried,domestic
domestic broccoli,702.12,meat,China,2019-03-16 00:00:00,spicy canned,domestic
fresh paprika,429.64,pastry,Morocco,2018-04-27 00:00:00,dried meat,smoked
imported broccoli,546.18,vegetables,Poland,2019-05-10 00:00:00,vacuum sealed dried,domestic
spicy potatoes,167.12,pastry,France,2018-02-16 00:00:00,vacuum sealed pastry,smoked
imported chicken,841.51,legumes,Germany,2020-09-10 00:00:00,frozen pastry,fresh
smoked tomato,183.63,processed food,Poland,2020-10-18 00:00:00,smoked vegetables,frozen
fresh bread,294.2,pastry,Poland,2018-10-07 00:00:00,domestic fruit,domestic
domestic buns,41.86,legumes,Brazil,2018-12-12 00:00:00,spicy canned,smoked
smoked pork,655.76,pastry,Spain,2018-12-27 00:00:00,dried pastry,imported
imported paprika,427.01,pastry,Spain,2019-09-01 00:00:00,dried processed food,smoked
smoked pork,605.61,meat,France,2020-11-21 00:00:00,spicy pastry,vacuum sealed
domestic broccoli,89.64,canned,China,2020-04-22 00:00:00,domestic fruit,fresh
vacuum sealed potatoes,432.11,meat,Spain,2018-01-06 00:00:00,imported dried,imported
fresh buns,184.64,legumes,France,2018-06-22 00:00:00,vacuum sealed canned,frozen
imported beans,307.45,fruit,China,2020-08-16 00:00:00,fresh fruit,smoked
imported beef,195.64,vegetables,Spain,2020-11-04 00:00:00,domestic processed food,smoked
frozen buns,901.84,fruit,Spain,2020-12-17 00:00:00,dried legumes,vacuum sealed
domestic broccoli,310.11,vegetables,Poland,2020-11-17 00:00:00,dried canned,smoked
smoked lentils,290.97,pastry,Spain,2020-01-27 00:00:00,imported meat,dried
frozen prawns,803.75,legumes,France,2018-05-27 00:00:00,dried dried,smoked
fresh paprika,877.83,dried,China,2018-11-14 00:00:00,dried canned,fresh
smoked chicken,893.99,fruit,Brazil,2020-05-12 00:00:00,frozen pastry,fresh
domestic lentils,657.26,processed food,Morocco,2019-06-18 00:00:00,smoked meat,imported
frozen buns,193.28,dried,Spain,2019-04-10 00:00:00,domestic processed food,spicy
